Job Title,Company Name,Required Qualifications,Required Skills,Programming Languages,LinkedIn Profile,Company Logo,Min Salary (LPA),Max Salary (LPA)
QA Engineer,Company_149,PhD in Artificial Intelligence,"AWS, JavaScript, C++","Java, Python",https://www.linkedin.com/company/company_149,https://dummyimage.com/100x100/000/fff.png&text=Company_149,6,7
Cloud Architect,Company_150,BCA,"Node.js, Machine Learning, CSS","R, Scala",https://www.linkedin.com/company/company_150,https://dummyimage.com/100x100/000/fff.png&text=Company_150,3,5
QA Engineer,Company_151,B.E. in Electronics,"AWS, SQL, Deep Learning","Scala, Python",https://www.linkedin.com/company/company_151,https://dummyimage.com/100x100/000/fff.png&text=Company_151,6,7
Frontend Developer,Company_152,B.Sc in Data Science,"AWS, Machine Learning, SQL","C++, R",https://www.linkedin.com/company/company_152,https://dummyimage.com/100x100/000/fff.png&text=Company_152,6,8
Cloud Architect,Company_153,B.Tech in Computer Science,"AWS, Python, Docker","JavaScript, R",https://www.linkedin.com/company/company_153,https://dummyimage.com/100x100/000/fff.png&text=Company_153,6,7
UI/UX Designer,Company_154,B.Sc in IT,"Node.js, Python, SQL","JavaScript, Ruby",https://www.linkedin.com/company/company_154,https://dummyimage.com/100x100/000/fff.png&text=Company_154,3,5
Software Engineer,Company_155,B.Sc in Data Science,"AWS, Docker, React","JavaScript, Go",https://www.linkedin.com/company/company_155,https://dummyimage.com/100x100/000/fff.png&text=Company_155,6,7
Machine Learning Engineer,Company_156,PhD in Artificial Intelligence,"C++, Machine Learning, Java","Python, Go",https://www.linkedin.com/company/company_156,https://dummyimage.com/100x100/000/fff.png&text=Company_156,4,5
Software Engineer,Company_157,MCA,"Python, React, AWS","R, SQL",https://www.linkedin.com/company/company_157,https://dummyimage.com/100x100/000/fff.png&text=Company_157,5,6
Cloud Architect,Company_158,B.Sc in Data Science,"Machine Learning, Node.js, React","Java, JavaScript",https://www.linkedin.com/company/company_158,https://dummyimage.com/100x100/000/fff.png&text=Company_158,6,9
Software Engineer,Company_159,B.Sc in IT,"Kubernetes, React, Docker","C++, SQL",https://www.linkedin.com/company/company_159,https://dummyimage.com/100x100/000/fff.png&text=Company_159,3,6
Backend Developer,Company_160,B.Sc in Data Science,"Docker, SQL, C++","R, JavaScript",https://www.linkedin.com/company/company_160,https://dummyimage.com/100x100/000/fff.png&text=Company_160,6,9
UI/UX Designer,Company_161,BCA,"HTML, AWS, Python","Ruby, Python",https://www.linkedin.com/company/company_161,https://dummyimage.com/100x100/000/fff.png&text=Company_161,6,9
Data Analyst,Company_162,M.Tech in AI,"SQL, Kubernetes, Node.js","Scala, SQL",https://www.linkedin.com/company/company_162,https://dummyimage.com/100x100/000/fff.png&text=Company_162,3,5
Data Analyst,Company_163,B.Sc in IT,"Java, Machine Learning, Docker","Java, C++",https://www.linkedin.com/company/company_163,https://dummyimage.com/100x100/000/fff.png&text=Company_163,6,8
Frontend Developer,Company_164,B.Sc in IT,"Docker, Python, Kubernetes","Python, Scala",https://www.linkedin.com/company/company_164,https://dummyimage.com/100x100/000/fff.png&text=Company_164,3,4
Backend Developer,Company_165,B.E. in Electronics,"CSS, Docker, JavaScript","JavaScript, Ruby",https://www.linkedin.com/company/company_165,https://dummyimage.com/100x100/000/fff.png&text=Company_165,6,7
Data Analyst,Company_166,B.Tech in Computer Science,"Docker, Node.js, JavaScript","JavaScript, Go",https://www.linkedin.com/company/company_166,https://dummyimage.com/100x100/000/fff.png&text=Company_166,3,4
Cloud Architect,Company_167,B.E. in Electronics,"React, HTML, Machine Learning","Scala, Python",https://www.linkedin.com/company/company_167,https://dummyimage.com/100x100/000/fff.png&text=Company_167,3,5
Machine Learning Engineer,Company_168,B.E. in Electronics,"Kubernetes, Node.js, Python","Ruby, SQL",https://www.linkedin.com/company/company_168,https://dummyimage.com/100x100/000/fff.png&text=Company_168,5,6
Cloud Architect,Company_169,M.Tech in AI,"Kubernetes, HTML, React","Scala, Go",https://www.linkedin.com/company/company_169,https://dummyimage.com/100x100/000/fff.png&text=Company_169,4,7
UI/UX Designer,Company_170,B.Sc in Data Science,"Machine Learning, Docker, Java","JavaScript, C++",https://www.linkedin.com/company/company_170,https://dummyimage.com/100x100/000/fff.png&text=Company_170,4,6
DevOps Engineer,Company_171,B.E. in Electronics,"AWS, JavaScript, Deep Learning","Java, Scala",https://www.linkedin.com/company/company_171,https://dummyimage.com/100x100/000/fff.png&text=Company_171,4,7
Data Scientist,Company_172,M.Tech in AI,"Machine Learning, Java, Node.js","Ruby, Scala",https://www.linkedin.com/company/company_172,https://dummyimage.com/100x100/000/fff.png&text=Company_172,4,6
Data Scientist,Company_173,PhD in Artificial Intelligence,"Deep Learning, Docker, Kubernetes","Ruby, R",https://www.linkedin.com/company/company_173,https://dummyimage.com/100x100/000/fff.png&text=Company_173,3,4
Cloud Architect,Company_174,MCA,"HTML, Python, AWS","Go, Scala",https://www.linkedin.com/company/company_174,https://dummyimage.com/100x100/000/fff.png&text=Company_174,3,6
QA Engineer,Company_175,PhD in Artificial Intelligence,"AWS, HTML, JavaScript","Java, Python",https://www.linkedin.com/company/company_175,https://dummyimage.com/100x100/000/fff.png&text=Company_175,5,6
Cloud Architect,Company_176,B.Sc in IT,"Machine Learning, CSS, C++","SQL, C++",https://www.linkedin.com/company/company_176,https://dummyimage.com/100x100/000/fff.png&text=Company_176,3,5
Backend Developer,Company_177,BCA,"Kubernetes, Python, JavaScript","JavaScript, C++",https://www.linkedin.com/company/company_177,https://dummyimage.com/100x100/000/fff.png&text=Company_177,3,5
Data Scientist,Company_178,M.Tech in AI,"Machine Learning, Docker, HTML","C++, Ruby",https://www.linkedin.com/company/company_178,https://dummyimage.com/100x100/000/fff.png&text=Company_178,6,8
Backend Developer,Company_179,M.Tech in AI,"AWS, Docker, Kubernetes","R, Java",https://www.linkedin.com/company/company_179,https://dummyimage.com/100x100/000/fff.png&text=Company_179,6,9
UI/UX Designer,Company_180,B.E. in Electronics,"SQL, React, CSS","JavaScript, Go",https://www.linkedin.com/company/company_180,https://dummyimage.com/100x100/000/fff.png&text=Company_180,3,5
UI/UX Designer,Company_181,B.Sc in IT,"Java, Machine Learning, SQL","SQL, Ruby",https://www.linkedin.com/company/company_181,https://dummyimage.com/100x100/000/fff.png&text=Company_181,6,7
Cloud Architect,Company_182,B.Sc in Data Science,"HTML, Python, JavaScript","JavaScript, Java",https://www.linkedin.com/company/company_182,https://dummyimage.com/100x100/000/fff.png&text=Company_182,3,6
Data Analyst,Company_183,B.Tech in Computer Science,"SQL, React, Node.js","SQL, Go",https://www.linkedin.com/company/company_183,https://dummyimage.com/100x100/000/fff.png&text=Company_183,4,5
Data Scientist,Company_184,B.E. in Electronics,"CSS, C++, SQL","JavaScript, C++",https://www.linkedin.com/company/company_184,https://dummyimage.com/100x100/000/fff.png&text=Company_184,4,7
Data Scientist,Company_185,B.Sc in IT,"Deep Learning, Docker, Machine Learning","Java, Scala",https://www.linkedin.com/company/company_185,https://dummyimage.com/100x100/000/fff.png&text=Company_185,3,5
QA Engineer,Company_186,MCA,"C++, CSS, Machine Learning","R, Go",https://www.linkedin.com/company/company_186,https://dummyimage.com/100x100/000/fff.png&text=Company_186,3,6
UI/UX Designer,Company_187,B.E. in Electronics,"C++, Java, AWS","Go, Java",https://www.linkedin.com/company/company_187,https://dummyimage.com/100x100/000/fff.png&text=Company_187,5,6
Frontend Developer,Company_188,B.Sc in Data Science,"Machine Learning, Java, Node.js","JavaScript, Scala",https://www.linkedin.com/company/company_188,https://dummyimage.com/100x100/000/fff.png&text=Company_188,3,4
UI/UX Designer,Company_189,B.Sc in Data Science,"Node.js, AWS, Kubernetes","R, C++",https://www.linkedin.com/company/company_189,https://dummyimage.com/100x100/000/fff.png&text=Company_189,4,5
Data Analyst,Company_190,B.E. in Electronics,"SQL, Kubernetes, AWS","R, Scala",https://www.linkedin.com/company/company_190,https://dummyimage.com/100x100/000/fff.png&text=Company_190,4,6
Data Analyst,Company_191,B.Tech in Computer Science,"Node.js, AWS, Java","Scala, Go",https://www.linkedin.com/company/company_191,https://dummyimage.com/100x100/000/fff.png&text=Company_191,6,9
UI/UX Designer,Company_192,BCA,"HTML, Docker, Machine Learning","Go, JavaScript",https://www.linkedin.com/company/company_192,https://dummyimage.com/100x100/000/fff.png&text=Company_192,3,6
Software Engineer,Company_193,B.Sc in Data Science,"CSS, React, Python","Scala, Java",https://www.linkedin.com/company/company_193,https://dummyimage.com/100x100/000/fff.png&text=Company_193,6,9
Cloud Architect,Company_194,B.Sc in Data Science,"C++, Docker, Machine Learning","Java, Go",https://www.linkedin.com/company/company_194,https://dummyimage.com/100x100/000/fff.png&text=Company_194,4,6
UI/UX Designer,Company_195,MCA,"C++, Node.js, Kubernetes","R, Python",https://www.linkedin.com/company/company_195,https://dummyimage.com/100x100/000/fff.png&text=Company_195,6,8
Machine Learning Engineer,Company_196,M.Tech in AI,"AWS, Node.js, React","Java, JavaScript",https://www.linkedin.com/company/company_196,https://dummyimage.com/100x100/000/fff.png&text=Company_196,5,8
QA Engineer,Company_197,B.Sc in Data Science,"SQL, Python, Docker","JavaScript, Go",https://www.linkedin.com/company/company_197,https://dummyimage.com/100x100/000/fff.png&text=Company_197,3,6
Frontend Developer,Company_198,MCA,"Kubernetes, Docker, JavaScript","Go, C++",https://www.linkedin.com/company/company_198,https://dummyimage.com/100x100/000/fff.png&text=Company_198,4,6
Data Scientist,Company_199,B.Tech in Computer Science,"Kubernetes, CSS, Python","Ruby, Python",https://www.linkedin.com/company/company_199,https://dummyimage.com/100x100/000/fff.png&text=Company_199,5,6
Data Scientist,Company_200,B.E. in Electronics,"Docker, AWS, HTML","SQL, Scala",https://www.linkedin.com/company/company_200,https://dummyimage.com/100x100/000/fff.png&text=Company_200,5,6
QA Engineer,Company_201,B.Sc in Data Science,"SQL, JavaScript, Deep Learning","R, Scala",https://www.linkedin.com/company/company_201,https://dummyimage.com/100x100/000/fff.png&text=Company_201,6,9
Data Scientist,Company_202,B.Tech in Computer Science,"Deep Learning, Java, Python","Go, SQL",https://www.linkedin.com/company/company_202,https://dummyimage.com/100x100/000/fff.png&text=Company_202,6,7
QA Engineer,Company_203,B.Tech in Computer Science,"SQL, CSS, C++","Scala, R",https://www.linkedin.com/company/company_203,https://dummyimage.com/100x100/000/fff.png&text=Company_203,3,4
Data Analyst,Company_204,B.Sc in IT,"AWS, JavaScript, HTML","Ruby, Java",https://www.linkedin.com/company/company_204,https://dummyimage.com/100x100/000/fff.png&text=Company_204,5,8
Cloud Architect,Company_205,B.Sc in IT,"Docker, SQL, CSS","C++, JavaScript",https://www.linkedin.com/company/company_205,https://dummyimage.com/100x100/000/fff.png&text=Company_205,5,8
DevOps Engineer,Company_206,B.E. in Electronics,"Java, C++, Docker","Ruby, JavaScript",https://www.linkedin.com/company/company_206,https://dummyimage.com/100x100/000/fff.png&text=Company_206,6,7
Backend Developer,Company_207,B.Sc in IT,"HTML, C++, Kubernetes","Python, R",https://www.linkedin.com/company/company_207,https://dummyimage.com/100x100/000/fff.png&text=Company_207,3,6
Cloud Architect,Company_208,B.Sc in IT,"JavaScript, AWS, Kubernetes","R, Scala",https://www.linkedin.com/company/company_208,https://dummyimage.com/100x100/000/fff.png&text=Company_208,6,9
Backend Developer,Company_209,MCA,"Docker, Machine Learning, JavaScript","Scala, Java",https://www.linkedin.com/company/company_209,https://dummyimage.com/100x100/000/fff.png&text=Company_209,3,6
Frontend Developer,Company_210,B.Sc in IT,"Kubernetes, Machine Learning, Java","JavaScript, R",https://www.linkedin.com/company/company_210,https://dummyimage.com/100x100/000/fff.png&text=Company_210,6,7
QA Engineer,Company_211,B.Tech in Computer Science,"Kubernetes, Node.js, HTML","Scala, JavaScript",https://www.linkedin.com/company/company_211,https://dummyimage.com/100x100/000/fff.png&text=Company_211,5,6
Software Engineer,Company_212,B.E. in Electronics,"HTML, Kubernetes, React","Scala, JavaScript",https://www.linkedin.com/company/company_212,https://dummyimage.com/100x100/000/fff.png&text=Company_212,5,8
Backend Developer,Company_213,MCA,"Docker, HTML, C++","Scala, SQL",https://www.linkedin.com/company/company_213,https://dummyimage.com/100x100/000/fff.png&text=Company_213,5,7
Frontend Developer,Company_214,B.E. in Electronics,"AWS, Deep Learning, JavaScript","Ruby, Python",https://www.linkedin.com/company/company_214,https://dummyimage.com/100x100/000/fff.png&text=Company_214,6,9
DevOps Engineer,Company_215,B.Tech in Computer Science,"React, JavaScript, C++","SQL, Ruby",https://www.linkedin.com/company/company_215,https://dummyimage.com/100x100/000/fff.png&text=Company_215,6,8
Software Engineer,Company_216,PhD in Artificial Intelligence,"Kubernetes, Deep Learning, AWS","Go, Scala",https://www.linkedin.com/company/company_216,https://dummyimage.com/100x100/000/fff.png&text=Company_216,5,7
Backend Developer,Company_217,M.Tech in AI,"JavaScript, HTML, Java","Go, C++",https://www.linkedin.com/company/company_217,https://dummyimage.com/100x100/000/fff.png&text=Company_217,6,7
Software Engineer,Company_218,PhD in Artificial Intelligence,"HTML, JavaScript, Kubernetes","Scala, SQL",https://www.linkedin.com/company/company_218,https://dummyimage.com/100x100/000/fff.png&text=Company_218,5,6
Machine Learning Engineer,Company_219,B.Sc in Data Science,"Node.js, Machine Learning, AWS","Scala, Java",https://www.linkedin.com/company/company_219,https://dummyimage.com/100x100/000/fff.png&text=Company_219,3,4
QA Engineer,Company_220,M.Tech in AI,"JavaScript, Node.js, Kubernetes","Go, JavaScript",https://www.linkedin.com/company/company_220,https://dummyimage.com/100x100/000/fff.png&text=Company_220,5,8
Data Scientist,Company_221,B.E. in Electronics,"C++, Python, Docker","Python, R",https://www.linkedin.com/company/company_221,https://dummyimage.com/100x100/000/fff.png&text=Company_221,3,5
Data Scientist,Company_222,M.Tech in AI,"Node.js, Deep Learning, HTML","C++, R",https://www.linkedin.com/company/company_222,https://dummyimage.com/100x100/000/fff.png&text=Company_222,5,6
Machine Learning Engineer,Company_223,M.Tech in AI,"HTML, C++, Machine Learning","Python, JavaScript",https://www.linkedin.com/company/company_223,https://dummyimage.com/100x100/000/fff.png&text=Company_223,6,8
Backend Developer,Company_224,B.Sc in IT,"Deep Learning, Node.js, JavaScript","Go, Ruby",https://www.linkedin.com/company/company_224,https://dummyimage.com/100x100/000/fff.png&text=Company_224,4,5
Software Engineer,Company_225,BCA,"JavaScript, Kubernetes, Java","JavaScript, Ruby",https://www.linkedin.com/company/company_225,https://dummyimage.com/100x100/000/fff.png&text=Company_225,3,6
DevOps Engineer,Company_226,B.Sc in Data Science,"Java, HTML, React","Ruby, Scala",https://www.linkedin.com/company/company_226,https://dummyimage.com/100x100/000/fff.png&text=Company_226,4,7
Data Scientist,Company_227,PhD in Artificial Intelligence,"JavaScript, Machine Learning, HTML","Go, C++",https://www.linkedin.com/company/company_227,https://dummyimage.com/100x100/000/fff.png&text=Company_227,5,7
Data Scientist,Company_228,M.Tech in AI,"HTML, JavaScript, Docker","SQL, JavaScript",https://www.linkedin.com/company/company_228,https://dummyimage.com/100x100/000/fff.png&text=Company_228,4,6
Software Engineer,Company_229,B.Sc in IT,"Java, Machine Learning, Docker","Scala, R",https://www.linkedin.com/company/company_229,https://dummyimage.com/100x100/000/fff.png&text=Company_229,3,4
Cloud Architect,Company_230,B.Sc in IT,"CSS, Machine Learning, AWS","Go, Java",https://www.linkedin.com/company/company_230,https://dummyimage.com/100x100/000/fff.png&text=Company_230,3,5
UI/UX Designer,Company_231,B.E. in Electronics,"AWS, Kubernetes, Python","Go, Python",https://www.linkedin.com/company/company_231,https://dummyimage.com/100x100/000/fff.png&text=Company_231,3,6
